title,description,lat,lon,reported_by,reported_at,city,severity
Pothole #923,Deep hole,12.858402,77.503274,user423,2025-01-21T17:09:00,Bengaluru,1
Pothole #924,Small crack,12.850652,77.5595,user424,2025-07-18T08:14:00,Bengaluru,3
Pothole #925,Crater-like,12.958359,77.695011,user425,2025-04-08T12:03:00,Bengaluru,5
Pothole #926,Deep hole,12.900065,77.653351,user426,2025-10-07T15:14:00,Bengaluru,3
Pothole #927,Damaged patch,13.040175,77.662578,user427,2025-01-17T08:19:00,Bengaluru,5
Pothole #928,Deep hole,13.002662,77.514766,user428,2025-04-26T19:23:00,Bengaluru,1
Pothole #929,Damaged patch,12.858674,77.568912,user429,2025-06-11T18:57:00,Bengaluru,1
Pothole #930,Deep hole,13.041169,77.511165,user430,2025-08-02T01:15:00,Bengaluru,3
Pothole #931,Crater-like,12.899042,77.620325,user431,2025-08-19T18:06:00,Bengaluru,2
Pothole #932,Needs repair,13.047231,77.721388,user432,2025-10-15T15:23:00,Bengaluru,5
Pothole #933,Causes skidding,12.885771,77.706672,user433,2025-07-21T08:38:00,Bengaluru,3
Pothole #934,Deep hole,12.966707,77.661632,user434,2025-05-03T17:33:00,Bengaluru,4
Pothole #935,Crater-like,13.010739,77.681691,user435,2025-01-08T11:12:00,Bengaluru,2
Pothole #936,Crater-like,12.908908,77.665396,user436,2025-06-26T04:21:00,Bengaluru,2
Pothole #937,Needs repair,12.953434,77.503229,user437,2025-09-02T20:55:00,Bengaluru,2
Pothole #938,Causes skidding,12.986458,77.628013,user438,2025-09-09T19:55:00,Bengaluru,5
Pothole #939,Damaged patch,12.948275,77.639662,user439,2025-03-11T22:42:00,Bengaluru,2
Pothole #940,Small crack,13.032479,77.650267,user440,2025-05-10T15:05:00,Bengaluru,3
Pothole #941,Causes skidding,12.883224,77.510745,user441,2025-04-25T01:55:00,Bengaluru,4
Pothole #942,Small crack,12.963582,77.707247,user442,2025-06-28T18:48:00,Bengaluru,5
Pothole #943,Crater-like,13.026511,77.729218,user443,2025-10-17T04:34:00,Bengaluru,4
Pothole #944,Damaged patch,12.912466,77.543237,user444,2025-03-27T13:42:00,Bengaluru,3
Pothole #945,Damaged patch,12.859056,77.711748,user445,2025-02-16T09:13:00,Bengaluru,2
Pothole #946,Damaged patch,13.042984,77.574491,user446,2025-05-07T02:04:00,Bengaluru,2
Pothole #947,Needs repair,13.035969,77.64128,user447,2025-03-19T14:02:00,Bengaluru,1
Pothole #948,Causes skidding,12.974813,77.625522,user448,2025-09-21T13:15:00,Bengaluru,1
Pothole #949,Damaged patch,12.891184,77.60913,user449,2025-03-01T23:11:00,Bengaluru,2
Pothole #950,Causes skidding,13.008398,77.679781,user450,2025-07-24T06:04:00,Bengaluru,4
Pothole #951,Needs repair,13.011015,77.628851,user451,2025-11-09T21:06:00,Bengaluru,5
Pothole #952,Deep hole,13.006795,77.620062,user452,2025-09-24T19:34:00,Bengaluru,2
Pothole #953,Damaged patch,12.889327,77.50669,user453,2025-10-24T22:08:00,Bengaluru,2
Pothole #954,Crater-like,13.027298,77.643256,user454,2025-07-26T16:02:00,Bengaluru,2
Pothole #955,Crater-like,12.895718,77.652659,user455,2025-08-19T14:53:00,Bengaluru,2
Pothole #956,Crater-like,13.017442,77.543717,user456,2025-04-07T15:44:00,Bengaluru,3
Pothole #957,Damaged patch,13.018059,77.585726,user457,2025-10-06T16:46:00,Bengaluru,1
Pothole #958,Causes skidding,12.888026,77.664363,user458,2025-02-23T03:56:00,Bengaluru,1
Pothole #959,Crater-like,12.91859,77.640504,user459,2025-04-20T11:13:00,Bengaluru,5
Pothole #960,Small crack,12.903291,77.638588,user460,2025-06-02T05:44:00,Bengaluru,5
Pothole #961,Crater-like,12.886828,77.570157,user461,2025-09-23T13:25:00,Bengaluru,2
Pothole #962,Small crack,12.932767,77.558751,user462,2025-09-24T07:44:00,Bengaluru,2
Pothole #963,Damaged patch,12.914488,77.590008,user463,2025-07-16T16:34:00,Bengaluru,4
Pothole #964,Damaged patch,12.927891,77.691733,user464,2025-10-21T10:05:00,Bengaluru,2
Pothole #965,Crater-like,12.990751,77.536911,user465,2025-05-16T06:17:00,Bengaluru,4
Pothole #966,Causes skidding,13.049512,77.644543,user466,2025-05-20T10:14:00,Bengaluru,4
Pothole #967,Deep hole,12.968322,77.741204,user467,2025-10-13T09:35:00,Bengaluru,2
Pothole #968,Small crack,12.857355,77.659244,user468,2025-08-09T18:52:00,Bengaluru,4
Pothole #969,Needs repair,13.006259,77.569166,user469,2025-02-23T03:59:00,Bengaluru,4
Pothole #970,Crater-like,13.002929,77.593586,user470,2025-05-08T22:17:00,Bengaluru,5
Pothole #971,Causes skidding,12.902576,77.710511,user471,2025-08-05T17:59:00,Bengaluru,1
Pothole #972,Needs repair,12.966453,77.627605,user472,2025-02-27T07:28:00,Bengaluru,4
Pothole #973,Causes skidding,12.915074,77.529791,user473,2025-07-05T13:10:00,Bengaluru,5
Pothole #974,Causes skidding,13.046286,77.612922,user474,2025-09-04T13:16:00,Bengaluru,4
Pothole #975,Small crack,12.979624,77.719794,user475,2025-03-19T20:01:00,Bengaluru,2
Pothole #976,Crater-like,12.921295,77.653678,user476,2025-05-24T23:42:00,Bengaluru,1
Pothole #977,Crater-like,13.037871,77.60052,user477,2025-07-06T08:47:00,Bengaluru,5
Pothole #978,Small crack,12.877559,77.635147,user478,2025-11-26T09:42:00,Bengaluru,5
Pothole #979,Small crack,13.016681,77.638586,user479,2025-04-05T13:50:00,Bengaluru,4
Pothole #980,Small crack,13.021476,77.658949,user480,2025-11-22T00:46:00,Bengaluru,2
Pothole #981,Needs repair,13.048305,77.723412,user481,2025-07-06T05:59:00,Bengaluru,2
Pothole #982,Deep hole,13.024917,77.737982,user482,2025-07-03T06:51:00,Bengaluru,5
Pothole #983,Causes skidding,13.015503,77.635015,user483,2025-06-04T10:17:00,Bengaluru,1
Pothole #984,Causes skidding,12.898086,77.513314,user484,2025-06-10T21:46:00,Bengaluru,5
Pothole #985,Causes skidding,13.027577,77.615541,user485,2025-06-02T23:57:00,Bengaluru,5
Pothole #986,Small crack,12.97113,77.718296,user486,2025-04-25T09:00:00,Bengaluru,4
Pothole #987,Crater-like,13.01744,77.745291,user487,2025-09-08T08:09:00,Bengaluru,3
Pothole #988,Crater-like,12.96364,77.547982,user488,2025-02-28T20:33:00,Bengaluru,5
Pothole #989,Deep hole,12.886919,77.507337,user489,2025-02-01T12:25:00,Bengaluru,5
Pothole #990,Crater-like,12.935405,77.511551,user490,2025-01-25T21:52:00,Bengaluru,3
Pothole #991,Causes skidding,13.038882,77.603041,user491,2025-02-04T02:42:00,Bengaluru,5
Pothole #992,Small crack,12.965893,77.705871,user492,2025-10-06T20:28:00,Bengaluru,1
Pothole #993,Damaged patch,12.960878,77.701725,user493,2025-01-16T20:57:00,Bengaluru,5
Pothole #994,Needs repair,12.970111,77.742364,user494,2025-05-25T08:07:00,Bengaluru,5
Pothole #995,Causes skidding,13.008159,77.637599,user495,2025-11-03T13:07:00,Bengaluru,3
Pothole #996,Crater-like,13.049939,77.697613,user496,2025-03-24T20:30:00,Bengaluru,4
Pothole #997,Needs repair,12.97827,77.676558,user497,2025-07-13T02:16:00,Bengaluru,2
Pothole #998,Needs repair,12.95232,77.740818,user498,2025-01-10T04:18:00,Bengaluru,4
Pothole #999,Crater-like,13.022388,77.637734,user499,2025-06-20T22:01:00,Bengaluru,3
Pothole #1000,Deep hole,13.031369,77.736448,user0,2025-07-19T20:24:00,Bengaluru,5
Pothole #1001,Needs repair,12.995081,77.504803,user1,2025-04-09T12:49:00,Bengaluru,3
Pothole #1002,Crater-like,12.937244,77.627922,user2,2025-01-17T03:39:00,Bengaluru,4
Pothole #1003,Damaged patch,12.891279,77.733307,user3,2025-03-09T18:16:00,Bengaluru,1
Pothole #1004,Causes skidding,12.990217,77.704976,user4,2025-01-05T01:02:00,Bengaluru,2
Pothole #1005,Small crack,13.025875,77.690717,user5,2025-05-13T22:37:00,Bengaluru,4
Pothole #1006,Deep hole,13.018663,77.562501,user6,2025-11-23T11:33:00,Bengaluru,4
Pothole #1007,Damaged patch,12.981023,77.611046,user7,2025-03-10T15:09:00,Bengaluru,4
Pothole #1008,Damaged patch,12.985065,77.587826,user8,2025-05-20T19:34:00,Bengaluru,3
Pothole #1009,Needs repair,12.857977,77.608292,user9,2025-09-08T01:03:00,Bengaluru,5
Pothole #1010,Causes skidding,13.041816,77.549801,user10,2025-10-24T14:42:00,Bengaluru,4
Pothole #1011,Crater-like,12.947352,77.648534,user11,2025-04-06T15:47:00,Bengaluru,3
Pothole #1012,Needs repair,13.014574,77.709335,user12,2025-09-28T12:22:00,Bengaluru,3
Pothole #1013,Crater-like,12.903308,77.616291,user13,2025-09-09T02:05:00,Bengaluru,4
Pothole #1014,Needs repair,13.026847,77.695532,user14,2025-08-16T00:32:00,Bengaluru,4
Pothole #1015,Crater-like,12.961346,77.741028,user15,2025-02-14T22:08:00,Bengaluru,3
Pothole #1016,Damaged patch,12.992426,77.572766,user16,2025-09-20T20:24:00,Bengaluru,3
Pothole #1017,Deep hole,12.979389,77.749711,user17,2025-06-14T23:35:00,Bengaluru,1
Pothole #1018,Deep hole,12.959294,77.651492,user18,2025-04-27T02:46:00,Bengaluru,2
Pothole #1019,Deep hole,12.901917,77.624633,user19,2025-01-17T22:18:00,Bengaluru,4
Pothole #1020,Causes skidding,12.864969,77.553849,user20,2025-07-19T03:49:00,Bengaluru,3
Pothole #1021,Causes skidding,12.983713,77.582619,user21,2025-07-03T22:15:00,Bengaluru,1
Pothole #1022,Small crack,12.970892,77.725035,user22,2025-02-28T12:19:00,Bengaluru,2
Pothole #1023,Damaged patch,12.872635,77.504469,user23,2025-08-23T13:36:00,Bengaluru,5
Pothole #1024,Needs repair,13.019893,77.732487,user24,2025-08-12T09:58:00,Bengaluru,5
Pothole #1025,Deep hole,13.030013,77.518638,user25,2025-09-02T00:42:00,Bengaluru,4
Pothole #1026,Crater-like,12.995507,77.595079,user26,2025-09-15T13:05:00,Bengaluru,3
Pothole #1027,Deep hole,12.926034,77.680979,user27,2025-08-05T23:31:00,Bengaluru,2
Pothole #1028,Causes skidding,12.975884,77.666159,user28,2025-07-06T21:02:00,Bengaluru,3
Pothole #1029,Needs repair,12.971568,77.573018,user29,2025-06-08T14:32:00,Bengaluru,5
Pothole #1030,Causes skidding,12.94059,77.561793,user30,2025-02-16T06:06:00,Bengaluru,1
Pothole #1031,Small crack,12.873352,77.58103,user31,2025-05-21T03:49:00,Bengaluru,5
Pothole #1032,Damaged patch,12.941374,77.518194,user32,2025-04-21T07:10:00,Bengaluru,5
Pothole #1033,Deep hole,12.965734,77.58245,user33,2025-02-14T10:32:00,Bengaluru,4
Pothole #1034,Small crack,12.952857,77.695384,user34,2025-03-18T02:32:00,Bengaluru,3
Pothole #1035,Small crack,12.971044,77.615714,user35,2025-04-17T08:21:00,Bengaluru,2
Pothole #1036,Damaged patch,12.931248,77.504455,user36,2025-10-25T20:07:00,Bengaluru,2
Pothole #1037,Damaged patch,12.951213,77.748805,user37,2025-09-21T07:56:00,Bengaluru,2
Pothole #1038,Causes skidding,12.875188,77.635371,user38,2025-11-08T12:14:00,Bengaluru,2
Pothole #1039,Crater-like,12.953409,77.582171,user39,2025-11-27T23:21:00,Bengaluru,4
Pothole #1040,Damaged patch,13.019374,77.52542,user40,2025-02-23T00:55:00,Bengaluru,2
Pothole #1041,Small crack,12.857072,77.543406,user41,2025-09-04T19:51:00,Bengaluru,4
Pothole #1042,Small crack,13.017671,77.601471,user42,2025-05-14T10:16:00,Bengaluru,5
Pothole #1043,Causes skidding,12.964857,77.682354,user43,2025-04-20T12:56:00,Bengaluru,3
Pothole #1044,Crater-like,12.988307,77.738723,user44,2025-06-16T01:52:00,Bengaluru,2
Pothole #1045,Deep hole,13.021758,77.658589,user45,2025-09-20T21:53:00,Bengaluru,5
Pothole #1046,Needs repair,13.004003,77.696952,user46,2025-09-27T11:39:00,Bengaluru,2
Pothole #1047,Causes skidding,13.028144,77.614063,user47,2025-06-17T07:12:00,Bengaluru,5
Pothole #1048,Crater-like,12.858692,77.557764,user48,2025-06-23T19:37:00,Bengaluru,5
Pothole #1049,Small crack,12.891944,77.693886,user49,2025-01-20T05:45:00,Bengaluru,3
Pothole #1050,Damaged patch,12.878437,77.708455,user50,2025-11-22T05:31:00,Bengaluru,3
Pothole #1051,Small crack,12.927999,77.620863,user51,2025-07-07T11:15:00,Bengaluru,4
Pothole #1052,Small crack,12.862704,77.638686,user52,2025-01-14T16:00:00,Bengaluru,2
Pothole #1053,Deep hole,12.897425,77.597874,user53,2025-11-21T09:37:00,Bengaluru,5
Pothole #1054,Small crack,13.012398,77.553905,user54,2025-01-03T22:22:00,Bengaluru,5
Pothole #1055,Damaged patch,12.937782,77.558772,user55,2025-03-23T08:13:00,Bengaluru,5
Pothole #1056,Causes skidding,12.903149,77.525859,user56,2025-08-04T18:13:00,Bengaluru,4
Pothole #1057,Deep hole,13.026422,77.668003,user57,2025-05-13T18:14:00,Bengaluru,4
Pothole #1058,Damaged patch,13.043457,77.716064,user58,2025-01-28T00:51:00,Bengaluru,3
Pothole #1059,Deep hole,13.037759,77.535682,user59,2025-08-15T15:59:00,Bengaluru,3
Pothole #1060,Needs repair,12.903519,77.523671,user60,2025-01-01T21:51:00,Bengaluru,5
Pothole #1061,Damaged patch,12.917205,77.707774,user61,2025-08-16T21:42:00,Bengaluru,1
Pothole #1062,Damaged patch,12.9193,77.700767,user62,2025-05-17T06:52:00,Bengaluru,2
Pothole #1063,Crater-like,13.015759,77.658569,user63,2025-05-26T15:19:00,Bengaluru,4
Pothole #1064,Causes skidding,12.879772,77.572718,user64,2025-09-23T23:17:00,Bengaluru,4
Pothole #1065,Causes skidding,12.960947,77.517267,user65,2025-08-11T16:08:00,Bengaluru,2
Pothole #1066,Crater-like,12.867675,77.696739,user66,2025-05-16T04:06:00,Bengaluru,5
Pothole #1067,Damaged patch,12.898686,77.743263,user67,2025-04-12T05:47:00,Bengaluru,2
Pothole #1068,Small crack,12.882265,77.67307,user68,2025-04-11T02:43:00,Bengaluru,5
Pothole #1069,Needs repair,12.891584,77.638657,user69,2025-10-11T12:07:00,Bengaluru,3
Pothole #1070,Crater-like,12.941059,77.727228,user70,2025-01-04T05:15:00,Bengaluru,5
Pothole #1071,Damaged patch,13.049744,77.605323,user71,2025-01-16T14:33:00,Bengaluru,5
Pothole #1072,Crater-like,12.875185,77.642325,user72,2025-08-13T15:22:00,Bengaluru,1
Pothole #1073,Small crack,12.976564,77.603438,user73,2025-03-21T15:25:00,Bengaluru,5
Pothole #1074,Small crack,12.964296,77.673435,user74,2025-02-16T06:29:00,Bengaluru,3
Pothole #1075,Damaged patch,12.965303,77.552633,user75,2025-06-11T04:17:00,Bengaluru,1
Pothole #1076,Small crack,13.032227,77.502988,user76,2025-07-02T04:35:00,Bengaluru,1
Pothole #1077,Causes skidding,12.899523,77.645013,user77,2025-02-19T19:48:00,Bengaluru,1
Pothole #1078,Crater-like,13.043303,77.542742,user78,2025-04-04T19:41:00,Bengaluru,4
Pothole #1079,Crater-like,12.860596,77.682099,user79,2025-04-14T09:48:00,Bengaluru,3
Pothole #1080,Needs repair,13.028919,77.691363,user80,2025-06-15T20:19:00,Bengaluru,4
Pothole #1081,Deep hole,12.870165,77.547109,user81,2025-07-21T06:53:00,Bengaluru,4
Pothole #1082,Damaged patch,12.974947,77.51366,user82,2025-09-26T00:18:00,Bengaluru,2
Pothole #1083,Damaged patch,12.942595,77.619495,user83,2025-11-19T11:00:00,Bengaluru,4
Pothole #1084,Damaged patch,12.85814,77.637964,user84,2025-06-17T12:08:00,Bengaluru,3
Pothole #1085,Crater-like,12.852033,77.639463,user85,2025-05-25T08:20:00,Bengaluru,2
Pothole #1086,Needs repair,12.93748,77.668881,user86,2025-10-03T06:44:00,Bengaluru,2
Pothole #1087,Causes skidding,13.039003,77.624509,user87,2025-07-24T01:34:00,Bengaluru,1
Pothole #1088,Crater-like,12.989341,77.682008,user88,2025-09-25T02:24:00,Bengaluru,1
Pothole #1089,Small crack,12.92322,77.51739,user89,2025-02-22T00:21:00,Bengaluru,3
Pothole #1090,Small crack,12.905682,77.733716,user90,2025-07-04T07:39:00,Bengaluru,5
Pothole #1091,Damaged patch,12.884763,77.502467,user91,2025-10-18T22:57:00,Bengaluru,4
Pothole #1092,Small crack,12.899478,77.745905,user92,2025-06-20T12:52:00,Bengaluru,2
Pothole #1093,Crater-like,12.954262,77.588108,user93,2025-06-10T08:38:00,Bengaluru,5
Pothole #1094,Needs repair,12.922707,77.61048,user94,2025-11-06T17:56:00,Bengaluru,3
Pothole #1095,Small crack,13.002999,77.644584,user95,2025-05-15T06:02:00,Bengaluru,3
Pothole #1096,Damaged patch,12.964049,77.657166,user96,2025-02-11T04:32:00,Bengaluru,1
Pothole #1097,Causes skidding,12.882617,77.744485,user97,2025-01-28T01:02:00,Bengaluru,4
Pothole #1098,Damaged patch,13.038609,77.67105,user98,2025-10-07T05:46:00,Bengaluru,2
Pothole #1099,Small crack,12.980565,77.741964,user99,2025-09-17T19:17:00,Bengaluru,4
Pothole #1100,Causes skidding,12.9691,77.565556,user100,2025-06-23T18:37:00,Bengaluru,5
Pothole #1101,Causes skidding,13.047448,77.66517,user101,2025-09-05T18:35:00,Bengaluru,4
Pothole #1102,Needs repair,12.920523,77.579882,user102,2025-05-20T12:00:00,Bengaluru,1
Pothole #1103,Crater-like,12.861337,77.644548,user103,2025-01-24T04:26:00,Bengaluru,1
Pothole #1104,Deep hole,13.01122,77.74555,user104,2025-04-21T20:42:00,Bengaluru,5
Pothole #1105,Damaged patch,13.014149,77.71909,user105,2025-03-24T23:27:00,Bengaluru,5
Pothole #1106,Small crack,12.959102,77.555242,user106,2025-11-17T20:26:00,Bengaluru,5
Pothole #1107,Damaged patch,12.882148,77.638103,user107,2025-02-07T21:48:00,Bengaluru,4
Pothole #1108,Needs repair,12.912735,77.61227,user108,2025-06-13T01:22:00,Bengaluru,3
Pothole #1109,Damaged patch,13.045555,77.615244,user109,2025-11-17T23:11:00,Bengaluru,2
Pothole #1110,Crater-like,12.858328,77.605776,user110,2025-04-22T03:56:00,Bengaluru,5
Pothole #1111,Deep hole,13.013548,77.720856,user111,2025-06-02T07:51:00,Bengaluru,3
Pothole #1112,Causes skidding,13.007727,77.692745,user112,2025-08-04T06:24:00,Bengaluru,5
Pothole #1113,Causes skidding,12.985796,77.523245,user113,2025-11-11T02:36:00,Bengaluru,2
Pothole #1114,Causes skidding,12.933027,77.594543,user114,2025-04-19T17:18:00,Bengaluru,2
Pothole #1115,Small crack,12.987586,77.685699,user115,2025-09-17T20:12:00,Bengaluru,3
Pothole #1116,Needs repair,13.040328,77.604372,user116,2025-02-10T06:13:00,Bengaluru,5
Pothole #1117,Deep hole,13.045739,77.568407,user117,2025-09-14T05:58:00,Bengaluru,5
Pothole #1118,Causes skidding,12.920078,77.676522,user118,2025-09-12T17:18:00,Bengaluru,5
Pothole #1119,Needs repair,12.915041,77.526577,user119,2025-02-05T01:17:00,Bengaluru,3
Pothole #1120,Needs repair,12.860605,77.56962,user120,2025-06-12T11:59:00,Bengaluru,1
Pothole #1121,Needs repair,12.917858,77.739416,user121,2025-03-05T12:16:00,Bengaluru,3
Pothole #1122,Damaged patch,13.02238,77.745564,user122,2025-03-20T01:46:00,Bengaluru,2
Pothole #1123,Deep hole,12.963395,77.613824,user123,2025-11-28T00:48:00,Bengaluru,2
Pothole #1124,Causes skidding,12.877323,77.74071,user124,2025-02-07T13:15:00,Bengaluru,2
Pothole #1125,Deep hole,12.970446,77.594029,user125,2025-10-18T01:48:00,Bengaluru,3
Pothole #1126,Needs repair,12.948528,77.643245,user126,2025-09-11T12:56:00,Bengaluru,2
Pothole #1127,Causes skidding,13.041176,77.704542,user127,2025-10-28T10:02:00,Bengaluru,5
Pothole #1128,Damaged patch,12.916032,77.599488,user128,2025-06-22T05:06:00,Bengaluru,2
Pothole #1129,Small crack,12.911688,77.572106,user129,2025-02-01T20:32:00,Bengaluru,2
Pothole #1130,Small crack,12.93934,77.596222,user130,2025-07-27T17:44:00,Bengaluru,2
Pothole #1131,Crater-like,13.043154,77.746213,user131,2025-02-08T07:46:00,Bengaluru,2
Pothole #1132,Small crack,12.911219,77.621554,user132,2025-10-02T18:44:00,Bengaluru,3
Pothole #1133,Small crack,12.97709,77.622661,user133,2025-07-18T21:57:00,Bengaluru,3
Pothole #1134,Causes skidding,12.987507,77.503091,user134,2025-09-09T09:29:00,Bengaluru,1
Pothole #1135,Small crack,13.036315,77.740465,user135,2025-01-17T23:45:00,Bengaluru,4
Pothole #1136,Deep hole,12.929123,77.550979,user136,2025-08-10T14:16:00,Bengaluru,3
Pothole #1137,Crater-like,13.032,77.549035,user137,2025-08-09T07:09:00,Bengaluru,1
Pothole #1138,Deep hole,12.873233,77.717589,user138,2025-11-07T04:16:00,Bengaluru,4
Pothole #1139,Causes skidding,13.014032,77.642417,user139,2025-06-27T10:13:00,Bengaluru,4
Pothole #1140,Small crack,12.893181,77.640702,user140,2025-02-21T06:21:00,Bengaluru,3
Pothole #1141,Small crack,13.036451,77.572963,user141,2025-09-12T01:48:00,Bengaluru,3
Pothole #1142,Small crack,13.00483,77.511582,user142,2025-11-04T20:24:00,Bengaluru,4
Pothole #1143,Crater-like,13.031282,77.708468,user143,2025-03-07T09:55:00,Bengaluru,2
Pothole #1144,Deep hole,12.92524,77.692578,user144,2025-06-04T14:56:00,Bengaluru,2
Pothole #1145,Deep hole,12.8635,77.511309,user145,2025-10-18T15:08:00,Bengaluru,5
Pothole #1146,Small crack,12.929522,77.62695,user146,2025-08-23T04:39:00,Bengaluru,4
Pothole #1147,Deep hole,13.019745,77.508768,user147,2025-07-26T12:44:00,Bengaluru,1
Pothole #1148,Small crack,12.926639,77.532923,user148,2025-11-11T11:01:00,Bengaluru,1
Pothole #1149,Deep hole,12.917371,77.734692,user149,2025-11-21T23:31:00,Bengaluru,2
Pothole #1150,Crater-like,12.936737,77.645467,user150,2025-05-10T15:56:00,Bengaluru,3
Pothole #1151,Deep hole,13.00838,77.592026,user151,2025-11-19T23:36:00,Bengaluru,4
Pothole #1152,Small crack,12.953107,77.683425,user152,2025-10-16T19:17:00,Bengaluru,2
Pothole #1153,Crater-like,12.988519,77.547777,user153,2025-05-06T19:22:00,Bengaluru,5
Pothole #1154,Damaged patch,13.013707,77.55968,user154,2025-07-27T01:25:00,Bengaluru,4
Pothole #1155,Causes skidding,13.002361,77.747083,user155,2025-02-28T20:18:00,Bengaluru,4
Pothole #1156,Small crack,12.867372,77.658652,user156,2025-10-21T19:37:00,Bengaluru,3
Pothole #1157,Causes skidding,13.026171,77.635335,user157,2025-01-15T19:38:00,Bengaluru,1
Pothole #1158,Deep hole,13.015689,77.579962,user158,2025-09-02T03:28:00,Bengaluru,4
Pothole #1159,Deep hole,12.939643,77.689989,user159,2025-03-03T10:19:00,Bengaluru,4
Pothole #1160,Damaged patch,12.956166,77.738207,user160,2025-03-05T22:17:00,Bengaluru,1
Pothole #1161,Small crack,12.924898,77.509857,user161,2025-11-10T11:47:00,Bengaluru,5
Pothole #1162,Causes skidding,12.890269,77.57335,user162,2025-05-25T22:09:00,Bengaluru,5
Pothole #1163,Needs repair,12.894844,77.619948,user163,2025-07-20T10:19:00,Bengaluru,3
Pothole #1164,Causes skidding,12.884979,77.686324,user164,2025-09-28T01:29:00,Bengaluru,3
Pothole #1165,Crater-like,12.889266,77.520008,user165,2025-10-09T09:31:00,Bengaluru,1
Pothole #1166,Crater-like,13.045092,77.502362,user166,2025-11-11T05:14:00,Bengaluru,1
Pothole #1167,Needs repair,12.859734,77.739794,user167,2025-02-01T15:59:00,Bengaluru,2
Pothole #1168,Needs repair,12.97559,77.672579,user168,2025-10-27T20:34:00,Bengaluru,3
Pothole #1169,Deep hole,12.859107,77.537435,user169,2025-02-04T10:19:00,Bengaluru,5
Pothole #1170,Deep hole,12.866822,77.569859,user170,2025-08-06T11:25:00,Bengaluru,4
Pothole #1171,Small crack,12.870627,77.717697,user171,2025-03-18T13:35:00,Bengaluru,2
Pothole #1172,Causes skidding,12.99903,77.564978,user172,2025-06-19T23:31:00,Bengaluru,2
Pothole #1173,Damaged patch,13.009077,77.55213,user173,2025-05-20T03:47:00,Bengaluru,5
Pothole #1174,Damaged patch,13.006721,77.605231,user174,2025-11-15T12:27:00,Bengaluru,3
Pothole #1175,Crater-like,12.876715,77.585373,user175,2025-09-06T19:52:00,Bengaluru,3
Pothole #1176,Crater-like,12.874437,77.62153,user176,2025-01-05T23:37:00,Bengaluru,5
Pothole #1177,Damaged patch,12.983547,77.622031,user177,2025-01-24T23:21:00,Bengaluru,2
Pothole #1178,Crater-like,12.998815,77.742765,user178,2025-07-14T19:27:00,Bengaluru,5
Pothole #1179,Causes skidding,12.95834,77.573954,user179,2025-05-24T03:17:00,Bengaluru,2
Pothole #1180,Needs repair,12.983211,77.590308,user180,2025-04-03T22:41:00,Bengaluru,5
Pothole #1181,Small crack,12.888737,77.680813,user181,2025-06-13T14:58:00,Bengaluru,2
Pothole #1182,Causes skidding,12.904681,77.693335,user182,2025-10-27T17:50:00,Bengaluru,4
Pothole #1183,Crater-like,13.046206,77.515961,user183,2025-06-03T15:20:00,Bengaluru,5
Pothole #1184,Needs repair,12.864774,77.707268,user184,2025-11-28T07:30:00,Bengaluru,2
Pothole #1185,Crater-like,13.0117,77.551671,user185,2025-09-27T20:26:00,Bengaluru,4
Pothole #1186,Crater-like,13.021087,77.598716,user186,2025-04-13T07:15:00,Bengaluru,3
Pothole #1187,Deep hole,12.939015,77.651863,user187,2025-04-13T16:59:00,Bengaluru,5
Pothole #1188,Needs repair,12.879035,77.583998,user188,2025-07-20T23:40:00,Bengaluru,1
Pothole #1189,Deep hole,12.890944,77.516197,user189,2025-09-28T09:16:00,Bengaluru,1
Pothole #1190,Small crack,13.011474,77.699012,user190,2025-11-09T04:23:00,Bengaluru,5
Pothole #1191,Causes skidding,12.955302,77.718557,user191,2025-07-17T14:59:00,Bengaluru,4
Pothole #1192,Causes skidding,13.005823,77.5548,user192,2025-10-22T06:53:00,Bengaluru,4
Pothole #1193,Small crack,12.947266,77.65425,user193,2025-02-06T10:38:00,Bengaluru,2
Pothole #1194,Deep hole,12.902455,77.689296,user194,2025-08-26T10:10:00,Bengaluru,1
Pothole #1195,Damaged patch,12.865347,77.740637,user195,2025-02-14T08:09:00,Bengaluru,2
Pothole #1196,Needs repair,13.022782,77.674358,user196,2025-02-17T15:09:00,Bengaluru,3
Pothole #1197,Small crack,12.985816,77.656411,user197,2025-09-15T23:32:00,Bengaluru,1
Pothole #1198,Needs repair,12.95018,77.605877,user198,2025-07-16T10:27:00,Bengaluru,1
Pothole #1199,Damaged patch,12.951958,77.728106,user199,2025-02-08T22:27:00,Bengaluru,1
Pothole #1200,Small crack,13.013128,77.550373,user200,2025-01-16T05:05:00,Bengaluru,1
Pothole #1201,Needs repair,12.924124,77.687452,user201,2025-01-09T13:00:00,Bengaluru,4
Pothole #1202,Damaged patch,12.96428,77.708281,user202,2025-05-02T21:12:00,Bengaluru,5
Pothole #1203,Damaged patch,12.886976,77.675957,user203,2025-03-19T02:37:00,Bengaluru,1
Pothole #1204,Deep hole,13.034849,77.57557,user204,2025-08-10T12:55:00,Bengaluru,1
Pothole #1205,Damaged patch,12.890437,77.665705,user205,2025-06-20T09:40:00,Bengaluru,2
Pothole #1206,Needs repair,12.9196,77.604261,user206,2025-07-28T10:57:00,Bengaluru,3
Pothole #1207,Needs repair,12.994286,77.52206,user207,2025-02-08T08:53:00,Bengaluru,5
